03-04 17:32:54  New day is coming 4 
03-04 17:32:54  Not game time, sleep... 
03-06 02:08:57  Looking for image: matching.png 
03-06 02:09:02  Not found matching.png, maybe match done 
03-06 02:09:04  Looking for image: matching.png 
03-06 02:09:09  Not found matching.png, maybe match done 
03-06 02:09:12  Looking for image: matching.png 
03-06 02:09:17  Not found matching.png, maybe match done 
03-06 02:09:17  matching done 
03-06 02:09:17  Game is going on. 
03-06 02:09:27  Select card. 
03-06 02:09:32  Wait for succeed 
03-06 02:09:32  Game is going on. 
03-06 02:09:50  Game is going on. 
03-06 02:09:50  Looking for image: bk1.png 
03-06 02:10:13  Game is going on. 
03-06 02:10:13  Looking for image: bk1.png 
03-06 02:10:37  Game is going on. 
03-06 02:10:37  Looking for image: bk1.png 
03-06 02:10:42  I Give up 
03-06 02:11:05  Looking for image: bk1.png 
03-06 02:11:06  Total have win: 0 
03-06 02:11:06  Start Match 
03-06 02:11:08  start round match 
03-06 02:11:10  Looking for image: matching.png 
03-06 02:11:11  Still in matching 
03-06 02:11:13  Looking for image: matching.png 
03-06 02:11:14  Still in matching 
03-06 02:11:16  Looking for image: matching.png 
03-06 02:11:17  Still in matching 
03-06 02:11:19  Looking for image: matching.png 
03-06 02:11:20  Still in matching 
03-06 02:11:22  Looking for image: matching.png 
03-06 02:11:22  Still in matching 
03-06 02:11:25  Looking for image: matching.png 
03-06 02:11:25  Still in matching 
03-06 02:11:27  Looking for image: matching.png 
03-06 02:11:28  Still in matching 
03-06 02:11:30  Looking for image: matching.png 
03-06 02:11:31  Still in matching 
03-06 02:11:33  Looking for image: matching.png 
03-06 02:11:38  Not found matching.png, maybe match done 
03-06 02:11:41  Looking for image: matching.png 
03-06 02:11:46  Not found matching.png, maybe match done 
03-06 02:11:48  Looking for image: matching.png 
03-06 02:11:53  Not found matching.png, maybe match done 
03-06 02:11:53  matching done 
03-06 02:11:53  Game is going on. 
03-06 02:12:03  Select card. 
03-06 02:12:08  Wait for succeed 
03-06 02:12:08  Game is going on. 
03-06 02:12:27  Game is going on. 
03-06 02:12:27  Looking for image: bk1.png 
03-06 02:12:50  Game is going on. 
03-06 02:12:50  Looking for image: bk1.png 
03-06 02:13:13  Game is going on. 
03-06 02:13:13  Looking for image: bk1.png 
03-06 02:13:18  I Give up 
03-06 02:13:42  Looking for image: bk1.png 
03-06 02:13:42  Total have win: 0 
03-06 02:13:42  Start Match 
03-06 02:13:45  start round match 
03-06 02:13:47  Looking for image: matching.png 
03-06 02:13:47  Still in matching 
03-06 02:13:50  Looking for image: matching.png 
03-06 02:13:50  Still in matching 
03-06 02:13:52  Looking for image: matching.png 
03-06 02:13:55  Still in matching 
03-06 02:13:57  Looking for image: matching.png 
03-06 02:14:03  Not found matching.png, maybe match done 
03-06 02:14:05  Looking for image: matching.png 
03-06 02:14:10  Not found matching.png, maybe match done 
03-06 02:14:13  Looking for image: matching.png 
03-06 02:14:18  Not found matching.png, maybe match done 
03-06 02:14:18  matching done 
03-06 02:14:18  Game is going on. 
03-06 02:14:28  Select card. 
03-06 02:14:34  Wait for succeed 
03-06 02:14:34  Game is going on. 
03-06 02:14:52  Game is going on. 
03-06 02:14:52  Looking for image: bk1.png 
03-06 02:15:15  Game is going on. 
03-06 02:15:15  Looking for image: bk1.png 
03-06 02:15:39  Game is going on. 
03-06 02:15:39  Looking for image: bk1.png 
03-06 02:15:45  I Give up 
03-06 02:16:09  Looking for image: bk1.png 
03-06 02:16:09  Total have win: 0 
03-06 02:16:09  Start Match 
03-06 02:16:11  start round match 
03-06 02:16:14  Looking for image: matching.png 
03-06 02:16:14  Still in matching 
03-06 02:16:17  Looking for image: matching.png 
03-06 02:16:17  Still in matching 
03-06 02:16:19  Looking for image: matching.png 
03-06 02:16:20  Still in matching 
03-06 02:16:22  Looking for image: matching.png 
03-06 02:16:23  Still in matching 
03-06 02:16:25  Looking for image: matching.png 
03-06 02:16:26  Still in matching 
03-06 02:16:28  Looking for image: matching.png 
03-06 02:16:28  Still in matching 
03-06 02:16:31  Looking for image: matching.png 
03-06 02:16:36  Not found matching.png, maybe match done 
03-06 02:16:38  Looking for image: matching.png 
03-06 02:16:43  Not found matching.png, maybe match done 
03-06 02:16:45  Looking for image: matching.png 
03-06 02:16:51  Not found matching.png, maybe match done 
03-06 02:16:51  matching done 
03-06 02:16:51  Game is going on. 
03-06 02:17:01  Select card. 
03-06 02:17:06  Wait for succeed 
03-06 02:17:06  Game is going on. 
03-06 02:17:24  Game is going on. 
03-06 02:17:24  Looking for image: bk1.png 
03-06 02:17:47  Game is going on. 
03-06 02:17:47  Looking for image: bk1.png 
03-06 02:18:10  Game is going on. 
03-06 02:18:10  Looking for image: bk1.png 
03-06 02:18:16  I Give up 
03-06 02:18:39  Looking for image: bk1.png 
03-06 02:18:39  Total have win: 0 
03-06 02:18:39  Start Match 
03-06 02:18:42  start round match 
03-06 02:18:44  Looking for image: matching.png 
03-06 02:18:45  Still in matching 
03-06 02:18:47  Looking for image: matching.png 
03-06 02:18:47  Still in matching 
03-06 02:18:50  Looking for image: matching.png 
03-06 02:18:50  Still in matching 
03-06 02:18:53  Looking for image: matching.png 
03-06 02:18:53  Still in matching 
03-06 02:18:55  Looking for image: matching.png 
03-06 02:18:56  Still in matching 
03-06 02:18:58  Looking for image: matching.png 
03-06 02:18:59  Still in matching 
03-06 02:19:01  Looking for image: matching.png 
03-06 02:19:04  Still in matching 
03-06 02:19:07  Looking for image: matching.png 
03-06 02:19:12  Not found matching.png, maybe match done 
03-06 02:19:14  Looking for image: matching.png 
03-06 02:19:20  Not found matching.png, maybe match done 
03-06 02:19:22  Looking for image: matching.png 
03-06 02:19:27  Not found matching.png, maybe match done 
03-06 02:19:27  matching done 
03-06 02:19:27  Game is going on. 
03-06 02:19:37  Select card. 
03-06 02:19:42  Wait for succeed 
03-06 02:19:42  Game is going on. 
03-06 02:20:00  Game is going on. 
03-06 02:20:00  Looking for image: bk1.png 
03-06 02:20:24  Game is going on. 
03-06 02:20:24  Looking for image: bk1.png 
03-06 02:20:47  Game is going on. 
03-06 02:20:47  Looking for image: bk1.png 
03-06 02:20:52  I Give up 
03-06 02:21:16  Looking for image: bk1.png 
03-06 02:21:16  Total have win: 0 
03-06 02:21:16  Start Match 
03-06 02:21:18  start round match 
03-06 02:21:21  Looking for image: matching.png 
03-06 02:21:21  Still in matching 
03-06 02:21:24  Looking for image: matching.png 
03-06 02:21:24  Still in matching 
03-06 02:21:26  Looking for image: matching.png 
03-06 02:21:27  Still in matching 
03-06 02:21:29  Looking for image: matching.png 
03-06 02:21:30  Still in matching 
03-06 02:21:32  Looking for image: matching.png 
03-06 02:21:37  Not found matching.png, maybe match done 
03-06 02:21:40  Looking for image: matching.png 
03-06 02:21:45  Not found matching.png, maybe match done 
03-06 02:21:47  Looking for image: matching.png 
03-06 02:21:52  Not found matching.png, maybe match done 
03-06 02:21:52  matching done 
03-06 02:21:52  Game is going on. 
03-06 02:22:02  Select card. 
03-06 02:22:07  Wait for succeed 
03-06 02:22:07  Game is going on. 
03-06 02:22:25  Game is going on. 
03-06 02:22:25  Looking for image: bk1.png 
03-06 02:22:49  Game is going on. 
03-06 02:22:49  Looking for image: bk1.png 
03-06 02:23:12  Game is going on. 
03-06 02:23:12  Looking for image: bk1.png 
03-06 02:23:18  I Give up 
03-06 02:23:41  Looking for image: bk1.png 
03-06 02:23:41  Total have win: 0 
03-06 02:23:41  Start Match 
03-06 02:23:44  start round match 
03-06 02:23:46  Looking for image: matching.png 
03-06 02:23:47  Still in matching 
03-06 02:23:49  Looking for image: matching.png 
03-06 02:23:49  Still in matching 
03-06 02:23:52  Looking for image: matching.png 
03-06 02:23:52  Still in matching 
03-06 02:23:54  Looking for image: matching.png 
03-06 02:23:55  Still in matching 
03-06 02:23:57  Looking for image: matching.png 
03-06 02:23:58  Still in matching 
03-06 02:24:00  Looking for image: matching.png 
03-06 02:24:05  Not found matching.png, maybe match done 
03-06 02:24:07  Looking for image: matching.png 
03-06 02:24:12  Not found matching.png, maybe match done 
03-06 02:24:14  Looking for image: matching.png 
03-06 02:24:20  Not found matching.png, maybe match done 
03-06 02:24:20  matching done 
03-06 02:24:20  Game is going on. 
03-06 02:24:30  Select card. 
03-06 02:24:35  Wait for succeed 
03-06 02:24:35  Game is going on. 
03-06 02:24:53  Game is going on. 
03-06 02:24:53  Looking for image: bk1.png 
03-06 02:25:16  Game is going on. 
03-06 02:25:16  Looking for image: bk1.png 
03-06 02:25:39  Game is going on. 
03-06 02:25:39  Looking for image: bk1.png 
03-06 02:25:45  I Give up 
03-06 02:26:08  Looking for image: bk1.png 
03-06 02:26:08  Total have win: 0 
03-06 02:26:08  Start Match 
03-06 02:26:11  start round match 
03-06 02:26:13  Looking for image: matching.png 
03-06 02:26:14  Still in matching 
03-06 02:26:16  Looking for image: matching.png 
03-06 02:26:16  Still in matching 
03-06 02:26:19  Looking for image: matching.png 
03-06 02:26:19  Still in matching 
03-06 02:26:21  Looking for image: matching.png 
03-06 02:26:24  Still in matching 
03-06 02:26:26  Looking for image: matching.png 
03-06 02:26:32  Not found matching.png, maybe match done 
03-06 02:26:34  Looking for image: matching.png 
03-06 02:26:39  Not found matching.png, maybe match done 
03-06 02:26:41  Looking for image: matching.png 
03-06 02:26:46  Not found matching.png, maybe match done 
03-06 02:26:46  matching done 
03-06 02:26:46  Game is going on. 
03-06 02:26:56  Select card. 
03-06 02:27:01  Wait for succeed 
03-06 02:27:01  Game is going on. 
03-06 02:27:19  Game is going on. 
03-06 02:27:19  Looking for image: bk1.png 
03-06 02:27:20  I win this round 
03-06 02:27:20  Total have win: 1 
03-06 02:27:20  Start Match 
03-06 02:27:22  start round match 
03-06 02:27:24  Looking for image: matching.png 
03-06 02:27:25  Still in matching 
03-06 02:27:27  Looking for image: matching.png 
03-06 02:27:28  Still in matching 
03-06 02:27:30  Looking for image: matching.png 
03-06 02:27:31  Still in matching 
03-06 02:27:33  Looking for image: matching.png 
03-06 02:27:38  Not found matching.png, maybe match done 
03-06 02:27:40  Looking for image: matching.png 
03-06 02:27:46  Not found matching.png, maybe match done 
03-06 02:27:48  Looking for image: matching.png 
03-06 02:27:54  Not found matching.png, maybe match done 
03-06 02:27:54  matching done 
03-06 02:27:54  Game is going on. 
03-06 02:28:04  Select card. 
03-06 02:28:09  Wait for succeed 
03-06 02:28:09  Game is going on. 
03-06 02:28:27  Game is going on. 
03-06 02:28:27  Looking for image: bk1.png 
03-06 02:28:51  Game is going on. 
03-06 02:28:51  Looking for image: bk1.png 
03-06 02:29:14  Game is going on. 
03-06 02:29:14  Looking for image: bk1.png 
03-06 02:29:20  I Give up 
03-06 02:29:43  Looking for image: bk1.png 
03-06 02:29:44  Total have win: 1 
03-06 02:29:44  Start Match 
03-06 02:29:46  start round match 
03-06 02:29:48  Looking for image: matching.png 
03-06 02:29:49  Still in matching 
03-06 02:29:51  Looking for image: matching.png 
03-06 02:29:52  Still in matching 
03-06 02:29:54  Looking for image: matching.png 
03-06 02:29:55  Still in matching 
03-06 02:29:57  Looking for image: matching.png 
03-06 02:29:57  Still in matching 
03-06 02:30:00  Looking for image: matching.png 
03-06 02:30:00  Still in matching 
03-06 02:30:02  Looking for image: matching.png 
03-06 02:30:03  Still in matching 
03-06 02:30:05  Looking for image: matching.png 
03-06 02:30:11  Not found matching.png, maybe match done 
03-06 02:30:13  Looking for image: matching.png 
03-06 02:30:19  Not found matching.png, maybe match done 
03-06 02:30:21  Looking for image: matching.png 
03-06 02:30:27  Not found matching.png, maybe match done 
03-06 02:30:27  matching done 
03-06 02:30:27  Game is going on. 
03-06 02:30:37  Select card. 
03-06 02:30:42  Wait for succeed 
03-06 02:30:42  Game is going on. 
03-06 02:31:00  Game is going on. 
03-06 02:31:00  Looking for image: bk1.png 
03-06 02:31:23  Game is going on. 
03-06 02:31:23  Looking for image: bk1.png 
03-06 02:31:47  Game is going on. 
03-06 02:31:47  Looking for image: bk1.png 
03-06 02:31:53  I Give up 
03-06 02:32:16  Looking for image: bk1.png 
03-06 02:32:17  Total have win: 1 
03-06 02:32:17  Start Match 
03-06 02:32:19  start round match 
03-06 02:32:21  Looking for image: matching.png 
03-06 02:32:22  Still in matching 
03-06 02:32:24  Looking for image: matching.png 
03-06 02:32:24  Still in matching 
03-06 02:32:27  Looking for image: matching.png 
03-06 02:32:27  Still in matching 
03-06 02:32:30  Looking for image: matching.png 
03-06 02:32:30  Still in matching 
03-06 02:32:32  Looking for image: matching.png 
03-06 02:32:33  Still in matching 
03-06 02:32:35  Looking for image: matching.png 
03-06 02:32:36  Still in matching 
03-06 02:32:38  Looking for image: matching.png 
03-06 02:32:43  Not found matching.png, maybe match done 
03-06 02:32:46  Looking for image: matching.png 
03-06 02:32:51  Not found matching.png, maybe match done 
03-06 02:32:53  Looking for image: matching.png 
03-06 02:32:58  Not found matching.png, maybe match done 
03-06 02:32:58  matching done 
03-06 02:32:58  Game is going on. 
03-06 02:33:08  Select card. 
03-06 02:33:13  Wait for succeed 
03-06 02:33:13  Game is going on. 
03-06 02:33:32  Game is going on. 
03-06 02:33:32  Looking for image: bk1.png 
03-06 02:33:55  Game is going on. 
03-06 02:33:55  Looking for image: bk1.png 
03-06 02:34:18  Game is going on. 
03-06 02:34:18  Looking for image: bk1.png 
03-06 02:34:23  I Give up 
03-06 02:34:47  Looking for image: bk1.png 
03-06 02:34:47  Total have win: 1 
03-06 02:34:47  Start Match 
03-06 02:34:49  start round match 
03-06 02:34:52  Looking for image: matching.png 
03-06 02:34:52  Still in matching 
03-06 02:34:55  Looking for image: matching.png 
03-06 02:34:55  Still in matching 
03-06 02:34:57  Looking for image: matching.png 
03-06 02:34:58  Still in matching 
03-06 02:35:00  Looking for image: matching.png 
03-06 02:35:01  Still in matching 
03-06 02:35:03  Looking for image: matching.png 
03-06 02:35:03  Still in matching 
03-06 02:35:06  Looking for image: matching.png 
03-06 02:35:12  Not found matching.png, maybe match done 
03-06 02:35:14  Looking for image: matching.png 
03-06 02:35:19  Not found matching.png, maybe match done 
03-06 02:35:22  Looking for image: matching.png 
03-06 02:35:28  Not found matching.png, maybe match done 
03-06 02:35:28  matching done 
03-06 02:35:28  Game is going on. 
03-06 02:35:38  Select card. 
03-06 02:35:43  Wait for succeed 
03-06 02:35:43  Game is going on. 
03-06 02:36:01  Game is going on. 
03-06 02:36:01  Looking for image: bk1.png 
03-06 02:36:25  Game is going on. 
03-06 02:36:25  Looking for image: bk1.png 
03-06 02:36:49  Game is going on. 
03-06 02:36:49  Looking for image: bk1.png 
03-06 02:36:55  I Give up 
03-06 02:37:19  Looking for image: bk1.png 
03-06 02:37:19  Total have win: 1 
03-06 02:37:19  Start Match 
03-06 02:37:21  start round match 
03-06 02:37:24  Looking for image: matching.png 
03-06 02:37:24  Still in matching 
03-06 02:37:26  Looking for image: matching.png 
03-06 02:37:27  Still in matching 
03-06 02:37:29  Looking for image: matching.png 
03-06 02:37:30  Still in matching 
03-06 02:37:32  Looking for image: matching.png 
03-06 02:37:33  Still in matching 
03-06 02:37:35  Looking for image: matching.png 
03-06 02:37:35  Still in matching 
03-06 02:37:38  Looking for image: matching.png 
03-06 02:37:43  Not found matching.png, maybe match done 
03-06 02:37:46  Looking for image: matching.png 
03-06 02:37:51  Not found matching.png, maybe match done 
03-06 02:37:53  Looking for image: matching.png 
03-06 02:37:58  Not found matching.png, maybe match done 
03-06 02:37:58  matching done 
03-06 02:37:58  Game is going on. 
03-06 02:38:08  Select card. 
03-06 02:38:13  Wait for succeed 
03-06 02:38:13  Game is going on. 
03-06 02:38:31  Game is going on. 
03-06 02:38:31  Looking for image: bk1.png 
03-06 02:38:55  Game is going on. 
03-06 02:38:55  Looking for image: bk1.png 
03-06 02:39:18  Game is going on. 
03-06 02:39:18  Looking for image: bk1.png 
03-06 02:39:23  I Give up 
03-06 02:39:47  Looking for image: bk1.png 
03-06 02:39:47  Total have win: 1 
03-06 02:39:47  Start Match 
03-06 02:39:49  start round match 
03-06 02:39:52  Looking for image: matching.png 
03-06 02:39:52  Still in matching 
03-06 02:39:54  Looking for image: matching.png 
03-06 02:39:55  Still in matching 
03-06 02:39:57  Looking for image: matching.png 
03-06 02:39:58  Still in matching 
03-06 02:40:00  Looking for image: matching.png 
03-06 02:40:01  Still in matching 
03-06 02:40:03  Looking for image: matching.png 
03-06 02:40:04  Still in matching 
03-06 02:40:06  Looking for image: matching.png 
03-06 02:40:11  Not found matching.png, maybe match done 
03-06 02:40:13  Looking for image: matching.png 
03-06 02:40:19  Not found matching.png, maybe match done 
03-06 02:40:21  Looking for image: matching.png 
03-06 02:40:26  Not found matching.png, maybe match done 
03-06 02:40:26  matching done 
03-06 02:40:26  Game is going on. 
03-06 02:40:36  Select card. 
03-06 02:40:42  Wait for succeed 
03-06 02:40:42  Game is going on. 
03-06 02:41:00  Game is going on. 
03-06 02:41:00  Looking for image: bk1.png 
03-06 02:41:23  Game is going on. 
03-06 02:41:23  Looking for image: bk1.png 
03-06 02:41:46  Game is going on. 
03-06 02:41:46  Looking for image: bk1.png 
03-06 02:41:52  I Give up 
03-06 02:42:15  Looking for image: bk1.png 
03-06 02:42:16  Total have win: 1 
03-06 02:42:16  Start Match 
03-06 02:42:18  start round match 
03-06 02:42:20  Looking for image: matching.png 
03-06 02:42:21  Still in matching 
03-06 02:42:23  Looking for image: matching.png 
03-06 02:42:23  Still in matching 
03-06 02:42:26  Looking for image: matching.png 
03-06 02:42:26  Still in matching 
03-06 02:42:28  Looking for image: matching.png 
03-06 02:42:29  Still in matching 
03-06 02:42:31  Looking for image: matching.png 
03-06 02:42:34  Still in matching 
03-06 02:42:36  Looking for image: matching.png 
03-06 02:42:41  Not found matching.png, maybe match done 
03-06 02:42:43  Looking for image: matching.png 
03-06 02:42:49  Not found matching.png, maybe match done 
03-06 02:42:51  Looking for image: matching.png 
03-06 02:42:56  Not found matching.png, maybe match done 
03-06 02:42:56  matching done 
03-06 02:42:56  Game is going on. 
03-06 02:43:06  Select card. 
03-06 02:43:12  Wait for succeed 
03-06 02:43:12  Game is going on. 
03-06 02:43:30  Game is going on. 
03-06 02:43:30  Looking for image: bk1.png 
03-06 02:43:53  Game is going on. 
03-06 02:43:53  Looking for image: bk1.png 
03-06 02:44:16  Game is going on. 
03-06 02:44:16  Looking for image: bk1.png 
03-06 02:44:21  I Give up 
03-06 02:44:45  Looking for image: bk1.png 
03-06 02:44:45  Total have win: 1 
03-06 02:44:45  Start Match 
03-06 02:44:48  start round match 
03-06 02:44:50  Looking for image: matching.png 
03-06 02:44:50  Still in matching 
03-06 02:44:53  Looking for image: matching.png 
03-06 02:44:53  Still in matching 
03-06 02:44:55  Looking for image: matching.png 
03-06 02:44:56  Still in matching 
03-06 02:44:58  Looking for image: matching.png 
03-06 02:45:02  Still in matching 
03-06 02:45:04  Looking for image: matching.png 
03-06 02:45:09  Not found matching.png, maybe match done 
03-06 02:45:12  Looking for image: matching.png 
03-06 02:45:17  Not found matching.png, maybe match done 
03-06 02:45:19  Looking for image: matching.png 
03-06 02:45:24  Not found matching.png, maybe match done 
03-06 02:45:24  matching done 
03-06 02:45:24  Game is going on. 
03-06 02:45:34  Select card. 
03-06 02:45:40  Wait for succeed 
03-06 02:45:40  Game is going on. 
03-06 02:45:58  Game is going on. 
03-06 02:45:58  Looking for image: bk1.png 
03-06 02:46:21  Game is going on. 
03-06 02:46:21  Looking for image: bk1.png 
03-06 02:46:44  Game is going on. 
03-06 02:46:44  Looking for image: bk1.png 
03-06 02:46:50  I Give up 
03-06 02:47:13  Looking for image: bk1.png 
03-06 02:47:14  Total have win: 1 
03-06 02:47:14  Start Match 
03-06 02:47:16  start round match 
03-06 02:47:18  Looking for image: matching.png 
03-06 02:47:19  Still in matching 
03-06 02:47:21  Looking for image: matching.png 
03-06 02:47:22  Still in matching 
03-06 02:47:24  Looking for image: matching.png 
03-06 02:47:24  Still in matching 
03-06 02:47:27  Looking for image: matching.png 
03-06 02:47:32  Not found matching.png, maybe match done 
03-06 02:47:34  Looking for image: matching.png 
03-06 02:47:39  Not found matching.png, maybe match done 
03-06 02:47:42  Looking for image: matching.png 
03-06 02:47:47  Not found matching.png, maybe match done 
03-06 02:47:47  matching done 
03-06 02:47:47  Game is going on. 
03-06 02:47:57  Select card. 
03-06 02:48:02  Wait for succeed 
03-06 02:48:02  Game is going on. 
03-06 02:48:20  Game is going on. 
03-06 02:48:20  Looking for image: bk1.png 
03-06 02:48:44  Game is going on. 
03-06 02:48:44  Looking for image: bk1.png 
03-06 02:49:07  Game is going on. 
03-06 02:49:07  Looking for image: bk1.png 
03-06 02:49:12  I Give up 
03-06 02:49:36  Looking for image: bk1.png 
03-06 02:49:36  Total have win: 1 
03-06 02:49:36  Start Match 
03-06 02:49:39  start round match 
03-06 02:49:41  Looking for image: matching.png 
03-06 02:49:41  Still in matching 
03-06 02:49:44  Looking for image: matching.png 
03-06 02:49:44  Still in matching 
03-06 02:49:47  Looking for image: matching.png 
03-06 02:49:47  Still in matching 
03-06 02:49:49  Looking for image: matching.png 
03-06 02:49:50  Still in matching 
03-06 02:49:52  Looking for image: matching.png 
03-06 02:49:53  Still in matching 
03-06 02:49:55  Looking for image: matching.png 
03-06 02:49:55  Still in matching 
03-06 02:49:58  Looking for image: matching.png 
03-06 02:50:03  Not found matching.png, maybe match done 
03-06 02:50:05  Looking for image: matching.png 
03-06 02:50:10  Not found matching.png, maybe match done 
03-06 02:50:12  Looking for image: matching.png 
03-06 02:50:17  Not found matching.png, maybe match done 
03-06 02:50:17  matching done 
03-06 02:50:17  Game is going on. 
03-06 02:50:27  Select card. 
03-06 02:50:33  Wait for succeed 
03-06 02:50:33  Game is going on. 
03-06 02:50:51  Game is going on. 
03-06 02:50:51  Looking for image: bk1.png 
03-06 02:51:14  Game is going on. 
03-06 02:51:14  Looking for image: bk1.png 
03-06 02:51:37  Game is going on. 
03-06 02:51:37  Looking for image: bk1.png 
03-06 02:51:42  I Give up 
03-06 02:52:05  Looking for image: bk1.png 
03-06 02:52:06  Total have win: 1 
03-06 02:52:06  Start Match 
03-06 02:52:08  start round match 
03-06 02:52:10  Looking for image: matching.png 
03-06 02:52:11  Still in matching 
03-06 02:52:13  Looking for image: matching.png 
03-06 02:52:14  Still in matching 
03-06 02:52:16  Looking for image: matching.png 
03-06 02:52:17  Still in matching 
03-06 02:52:19  Looking for image: matching.png 
03-06 02:52:21  Still in matching 
03-06 02:52:23  Looking for image: matching.png 
03-06 02:52:23  Still in matching 
03-06 02:52:26  Looking for image: matching.png 
03-06 02:52:26  Still in matching 
03-06 02:52:28  Looking for image: matching.png 
03-06 02:52:29  Still in matching 
03-06 02:52:31  Looking for image: matching.png 
03-06 02:52:36  Not found matching.png, maybe match done 
03-06 02:52:39  Looking for image: matching.png 
03-06 02:52:44  Not found matching.png, maybe match done 
03-06 02:52:46  Looking for image: matching.png 
03-06 02:52:51  Not found matching.png, maybe match done 
03-06 02:52:51  matching done 
03-06 02:52:51  Game is going on. 
03-06 02:53:01  Select card. 
03-06 02:53:06  Wait for succeed 
03-06 02:53:06  Game is going on. 
03-06 02:53:24  Game is going on. 
03-06 02:53:24  Looking for image: bk1.png 
03-06 02:53:25  I win this round 
03-06 02:53:25  Total have win: 2 
03-06 02:53:25  Start Match 
03-06 02:53:27  start round match 
03-06 02:53:29  Looking for image: matching.png 
03-06 02:53:34  Not found matching.png, maybe match done 
03-06 02:53:37  Looking for image: matching.png 
03-06 02:53:42  Not found matching.png, maybe match done 
03-06 02:53:44  Looking for image: matching.png 
03-06 02:53:48  Not found matching.png, maybe match done 
03-06 02:53:48  matching done 
03-06 02:53:48  Game is going on. 
03-06 02:53:58  Select card. 
03-06 02:54:04  Wait for succeed 
03-06 02:54:04  Game is going on. 
03-06 02:54:22  Game is going on. 
03-06 02:54:22  Looking for image: bk1.png 
03-06 02:54:45  Game is going on. 
03-06 02:54:45  Looking for image: bk1.png 
03-06 02:55:08  Game is going on. 
03-06 02:55:08  Looking for image: bk1.png 
03-06 02:55:13  I Give up 
03-06 02:55:37  Looking for image: bk1.png 
03-06 02:55:37  Total have win: 2 
03-06 02:55:37  Start Match 
03-06 02:55:39  start round match 
03-06 02:55:42  Looking for image: matching.png 
03-06 02:55:47  Not found matching.png, maybe match done 
03-06 02:55:49  Looking for image: matching.png 
03-06 02:55:53  Not found matching.png, maybe match done 
03-06 02:55:56  Looking for image: matching.png 
03-06 02:56:01  Not found matching.png, maybe match done 
03-06 02:56:01  matching done 
03-06 02:56:01  Game is going on. 
03-06 02:56:11  Select card. 
03-06 02:56:16  Wait for succeed 
03-06 02:56:16  Game is going on. 
03-06 02:56:34  Game is going on. 
03-06 02:56:34  Looking for image: bk1.png 
03-06 02:56:57  Game is going on. 
03-06 02:56:57  Looking for image: bk1.png 
03-06 02:57:20  Game is going on. 
03-06 02:57:20  Looking for image: bk1.png 
03-06 02:57:25  I Give up 
03-06 02:57:49  Looking for image: bk1.png 
03-06 02:57:49  Total have win: 2 
03-06 02:57:49  Start Match 
03-06 02:57:51  start round match 
03-06 02:57:54  Looking for image: matching.png 
03-06 02:57:54  Still in matching 
03-06 02:57:56  Looking for image: matching.png 
03-06 02:57:57  Still in matching 
03-06 02:57:59  Looking for image: matching.png 
03-06 02:58:00  Still in matching 
03-06 02:58:02  Looking for image: matching.png 
03-06 02:58:03  Still in matching 
03-06 02:58:05  Looking for image: matching.png 
03-06 02:58:05  Still in matching 
03-06 02:58:08  Looking for image: matching.png 
03-06 02:58:08  Still in matching 
03-06 02:58:10  Looking for image: matching.png 
03-06 02:58:11  Still in matching 
03-06 02:58:13  Looking for image: matching.png 
03-06 02:58:19  Not found matching.png, maybe match done 
03-06 02:58:21  Looking for image: matching.png 
03-06 02:58:27  Not found matching.png, maybe match done 
03-06 02:58:29  Looking for image: matching.png 
03-06 02:58:34  Not found matching.png, maybe match done 
03-06 02:58:34  matching done 
03-06 02:58:34  Game is going on. 
03-06 02:58:44  Select card. 
03-06 02:58:50  Wait for succeed 
03-06 02:58:50  Game is going on. 
03-06 02:59:08  Game is going on. 
03-06 02:59:08  Looking for image: bk1.png 
03-06 02:59:31  Game is going on. 
03-06 02:59:31  Looking for image: bk1.png 
03-06 02:59:54  Game is going on. 
03-06 02:59:54  Looking for image: bk1.png 
03-06 03:00:00  I Give up 
03-06 03:00:24  Looking for image: bk1.png 
03-06 03:00:24  Total have win: 2 
03-06 03:00:24  Start Match 
03-06 03:00:26  start round match 
03-06 03:00:29  Looking for image: matching.png 
03-06 03:00:29  Still in matching 
03-06 03:00:31  Looking for image: matching.png 
03-06 03:00:32  Still in matching 
03-06 03:00:34  Looking for image: matching.png 
03-06 03:00:35  Still in matching 
03-06 03:00:37  Looking for image: matching.png 
03-06 03:00:39  Still in matching 
03-06 03:00:41  Looking for image: matching.png 
03-06 03:00:46  Not found matching.png, maybe match done 
03-06 03:00:48  Looking for image: matching.png 
03-06 03:00:53  Not found matching.png, maybe match done 
03-06 03:00:55  Looking for image: matching.png 
03-06 03:01:00  Not found matching.png, maybe match done 
03-06 03:01:00  matching done 
03-06 03:01:00  Game is going on. 
03-06 03:01:10  Select card. 
03-06 03:01:16  Wait for succeed 
03-06 03:01:16  Game is going on. 
03-06 03:01:34  Game is going on. 
03-06 03:01:34  Looking for image: bk1.png 
03-06 03:01:57  Game is going on. 
03-06 03:01:57  Looking for image: bk1.png 
03-06 03:02:20  Game is going on. 
03-06 03:02:20  Looking for image: bk1.png 
03-06 03:02:25  I Give up 
03-06 03:02:48  Looking for image: bk1.png 
03-06 03:02:49  Total have win: 2 
03-06 03:02:49  Start Match 
03-06 03:02:51  start round match 
03-06 03:02:53  Looking for image: matching.png 
03-06 03:02:54  Still in matching 
